content,label,cluster
"【孩子，爷爷背你回家】昨天,云南震区,王明才背着已经去世的10岁孙子,徒步5个小时回家.因儿子儿媳在外打工,他和孙子相依为命.9日,孙子病重,爷爷背起他往镇上的医院跑.原本1小时的车程,但因地震塌方,只能步行,搭车,再步行…花了4个小时才到医院,孩子死了 ",1,224
有没有这样一个人酱紫抱着你入睡呢？晚安~~,0,135
"你最喜欢的娱乐公司是哪家?你最喜欢的韩国电视台是哪家?你最爱的韩综是哪个?韩国某权威研究所近日发表了调研报道,中国市场显得日益重要,而究竟咱中国人选择的NO.1是谁呢?今晚米兔揭晓答案.【搜：hanguome2day】",0,4536
【#美团跑腿员送单时卷走14部iPhone#，迅速租宝马买新衣】近日，贵阳一名手机专卖店店员把14台全新iPhone12ProMax交给@美团跑腿员送往其他店，跑腿员竟途中取消订单失联。该批手机价值约17万，店员报警。嫌疑人称1部自用，另1部抵债，其他抵押贱卖后租宝马。嫌疑人已被捕。@一手Video...全文,0,28
【芝加哥联储经济学家：美国4月失业率预计高达34%】将于本周五公布的美国4月份官方失业率数据可能大大低估了新冠病毒大流行对劳动力市场造成的破坏。芝加哥联储经济学家预计，4月份的“U-Cov”失业率将在25.1%至34.6%之间。相比之下，媒体调查的经济学家们预计则为16%。芝加哥联储经济学家：美国4月失业率预计高达34%,0,4537
中国第六套人民币将于2013年上市，新增了1000元和500元新币种，不少网友表示，钞票是越来越大了，只是越来越不值钱了。@四会同城网 ,1,4538
#H7N9防控预警#据@侯小洋:“松江的禽流感已经到了非常严重的地步了，鸽子和野鸟大量死亡，今天下班路遇死鸟，冷汗都下来了，头皮都炸了！不知道上海其他区县怎样，估计好不到哪去，大家千万注意！”另据@松江台宋苏伟:“近期确实有接到多起类似反映，地点包括江中、方舟园、中央绿地等处。”[衰],1,4539
【#兰州为黄河沿线柳树打针防柳絮#，市民：#柳絮#少了，不怕犯鼻炎】甘肃兰州，黄河风情线大景区工人对部分地段柳树飞絮进行防治试点工作。因柳絮对环境和健康有影响，工人们从去年开始采取国光植缘的方法，给柳树“打针”，抑制柳树开花。市民称，柳絮少了，也不怕犯鼻炎了。一手video的秒拍视频,0,4540
【抹布挡号牌驾照被吊销[黑线]】近日宁夏银川交警执勤时发现，一辆小轿车的前后号牌都被抹布完全遮挡。车主这么做的原因，竟是为躲避90秒违停抓拍，结果被扣12分。该车主4个多月前刚拿到驾照，根据相关规定，实习期内一次性被扣满12分的，吊销驾照。网友：还是用抹布擦擦车吧[笑cry](央视记者许国飞),0,116
【北大院长王子涵深夜性侵犯女孩】2月26日晚11点多，郑州巡警接到报警，说一个女孩在宾馆受到性侵犯。民警赶到现场时，受害人小王的老板说：“我是北京大学明伦管理学院的副院长，我叫王子涵，我告诉你，别拍了！” O网页链接 ,1,173
#平安行动#3月12日上午，成都@龙泉警方便衣警察在大面街办半边街一公交站台，现场抓获扒窃嫌疑男子一名，查获小米手机一部。目前，案件正在进一步侦办中。,0,4541
#大连突发#【大连大商超市下架所有乐天商品留字条：滚】网友爆料，继昨日大连超市官方宣布22个超市下架乐天商品后，今日在大商超市内果然看到下架后的空柜，并贴着字条：大商超市对乐天说：滚！,0,799
@重磅微新闻卫生部长陈竺接受采访时说：我们免费为一农村大妈做了白内障手术。当摘下纱布时她看见了，她的确要感谢党！感谢政府！靠她自己，她一辈子也做不起手术。崔反问道：她辛苦一辈子，连个白内障手术都做不起，那她得恨谁呢？@袁裕来律师@叶匡政@章立凡@徐昕@五岳散人@老徐时评@杨锦麟,1,227
【谷雨养生小运动[推荐]】①冷水搓鼻翼：谷雨前后飞絮较多，早晚用冷水洗鼻和揉搓鼻翼，有助缓解过敏；②按揉祛湿穴：谷雨时节湿度大，按揉位于小腿内侧、膝下胫骨内侧凹陷中的阴陵泉穴能健脾祛湿；③茶水洗脸：用喝剩下的茶叶水洗脸，能舒缓皮肤，还能让脸部皮肤光泽滑润。,0,141
#人民卫士你为了谁# 今天早上8点在通州北关结研所公交车站被一名背小孩的妇女扒窃手机，当场抓获，这一妇女，并且背一小孩，不吵不闹，怀疑为拐卖儿童，到单位后打110，转通州110中心，声称不予受理，让我自己去派出所找民警。求@平安北京 @通州警方在线 给说法！！ ,1,4542
【有一群脑洞大开的设计师是种怎样的体验？】今天，@故宫淘宝放出一组图：请您欣赏我宫非典型雕塑文物…[微笑]戳图↓莫名其妙的戳中笑点有木有！！故宫你赢了哈哈哈…！[笑cry][笑cry][笑cry],0,261
白宫官网消息：吉利德公司的瑞德西韦明日（2月3日）开始在中国临床试验。经特朗普总统特批，同意将该药物专利豁免，向中国紧急公开药物分子结构。至2020年4月27日，允许中国仿制此药用于治疗冠状病毒患者。 ,1,4543
1999年马云创办阿里巴巴时，在家里为18罗汉做的演讲，两个小时后17个人反对，但是看看现在，真特么励志，棒！！！[心]http://t.cn/RUWTeu9,0,4544
同济应急小组组长博导：呆在家里不要出门，不要过早服用抗病毒，或使用调节免疫功能药物，最最关键的是把家里暖气空调都打开，室内温度保持25度左右，开窗五分钟通风换气，原理是同济最新研究发现这种病毒喜欢0度左右的湿冷环境，20度左右就死亡，所以病毒在20度以上的室温下基本不能存活。（经确认转发）,1,4545
#两公布一提示##岛城微路况#：2020年5月19日，城阳交警巡逻中队辖区西流高架桥下杨埠寨上银盛泰立交桥上桥口交通流量较大，车辆行驶缓慢。建议车辆提前经长城南路、城阳一中门口绕行重庆北路。途经车辆请服从现场民警的指挥。@城阳交警@青岛交警城阳交警巡逻中队的微博视频,0,4546
走一波短发照。你们看着习惯吗？最近忙宝宝的纯母乳喂养、忙科学添加辅食、忙开发左右脑、忙研究蒙台梭利。忙来忙去竟然忘了发微博…大过错…司珂华,0,4547
#微博315##315曝光台#近日出现大量盗版赵灵儿手办，以“祖国版”的称谓横行于市。针对正版未出，盗版先至的情况，我们虽已发出公告，然还是有些话不吐不快。9月底截单之后，官方已不再贩售灵儿手办，所以这条不是广告，而是我们为了维护正版所必须要发出的声音。,0,4548
【#福建荔城警方通报学生打架视频#：两名初中生被传唤到案】3月27日，福建莆田。荔城警方通报，网传数段“学生打架”视频，因口角矛盾，两名初中生对一名初中生实施殴打，打人者已被依法传唤到案，案件在进一步办理。cr福建荔城警方通报“学生打架”视频：两名初中生被传唤到案七环视频的微博视频,0,264
11月20日下午，云南省宣威市某矿场门口，高利贷公司雇佣一辆大卡车和数量小轿车堵住矿场大门讨债，并请来许多手持棍棒的社会人员。令他们没想到的是，煤矿工人竟驾驶装载机直接将卡车和轿车全部撞下近10米的高台，然后装载机高举铲斗向人群冲去吓得这些讨债人落荒而逃。——装逼失败军事那点儿...,0,4549
【你睡觉的时候，有没有抽搐后突然踹了一下腿？告诉你真相】这叫肌抽跃——常在睡觉时发生，睡觉时呼吸频率降低的幅度太大，大脑会认为身体快要死亡了，所以它会发送一个脉冲使身体觉醒。常发生肌抽跃的人一定要注意了，这表明你这时的身体机能不是很好哦。,1,4550
【逼真】日本女性机器人上市，遭到疯抢。完全按照真人比例打造的，除了不能生孩子以外，基本具备女性一切功能，功能强悍，收拾家务，洗衣服、煮饭、倒垃圾等等，你交代过的都会完成，不会偷懒。平时你下班了，她还会主动迎接你，帮你端茶倒水，主动帮你提东西，到了傍晚的时候，你还可以带她出去走走。 /来自广闻博见V #为了见爱豆能有多拼##父母眼中的浓妆#,1,4551
【石原太慎，儿子不慎，天断其后，太君伤心】伟大的日本民族主义头子、国有购买钓鱼岛发起者、南方系精神偶像，石原慎太郎－－不是他－－是他儿子石原延启，今上午不慎爬山坠崖摔死，军国主义这回可能真绝后了，大家抬头致哀低头偷着乐吧。另，请关注南方系会用什么方式悼念吧。ttp://t.cn/zWdeAa0,1,4552
【高校女生在寝室进行自我安慰，黄瓜断在体内，太震惊了！ 】2012年5月浙江宁波慈溪市XX职高艺术部一女生， 在寝室用黄瓜进行自慰，不慎断裂，留在体内无法取出。 便送往慈溪市人民医院治疗，人民医院对此束手无策，现已送往上海。,1,4553
【首都城管怎么可能自甘落后！】今天，北京西直门桥北路西惊现城管暴力执法！一群年轻力壮的城管围殴一个板车小贩，下死手！根本不管是不是要害，往死里打。图中男子已被按在板车上，后脑、脊柱等致命部位暴露无遗，后面砸过来的钢盔，配以狰狞的目光，不忍直视！你以为只有临武、哈尔滨的城管牛吗？,1,4554
愿意吃亏的人，终究吃不了亏，吃亏多了，总有厚报；爱占便宜的人，定是占不了便宜，赢了微利，却失了大贵。再好的东西，你也不可能长久拥有，不必计一时回赠，莫如常怀怜悯之情，常施援助之爱，得到人心，他物不缺。别以为成败无因，今天的苦果，是昨天的伏笔；当下的付出，是明日的花开。,0,4555
#涨姿势#【实用帖！瓷砖这样铺，竟可放大空间[推荐]】①客厅、玄关、卧室：一般选600mm×600mm规格。②客厅：小于30平方米的，应选600mm×600mm；大于50平方米的，可选1000mm×1000mm。③小面积厨卫间：应选边长为300-400mm。④用砖量=房间面积÷每块瓷砖面积×（1+5%损耗量）。详细↓转发收藏！@央视财经,0,141
一位医生，在工作中去世！捐赠所有器官！向他致敬！ ,1,4556
李的76人律师团领队，法律大学副校长张爱国？说李第一个与女子发生性关系，因此不够成轮奸，而是以较轻的涉嫌强奸被批捕，这也是律师团努力的结果。相信法律工作者都没想到吧！以后做事记得做第一个！ ,1,4557
#惠州身边事【就在惠南大道！又一伙骗子被惠阳警方打掉了】1月18日上午9点40分左右，在惠阳惠南大道红绿灯路口，两辆小车突然停了下来，从小车上下来一群人突然围上了中间的一辆车......难道是双方有什么事起冲突？其实这是惠阳警方针对一伙“掉钱分钱”嫌疑人的一次抓捕行动。原来，年终岁末，惠阳辖区发生多起“掉钱分钱”诈骗案件，犯罪嫌疑人手法娴熟，反侦察能力极强。惠阳警方经过精心布控，展开了一场惊心动魄的收网行动。此次行动共抓捕了3名犯罪嫌疑人，缴获作案车辆一辆、假牌等作案工具一批。这只是惠阳公安开展2018年“壹号专案”中灭掉的其中一个诈骗团伙。虽然“掉钱分钱”诈骗案件的作案手法并不复杂，但是依然有人上当受骗。在此提醒大家，君子爱财，取之有道属于自己的，我们应该努力去争取，而不是自己的，我们分文不取。希望大家莫贪不义之财，以免落入他人陷阱！(by惠阳公安),0,4558
【几十年来语含义的变迁】1、小姐：从尊贵到低俗；2、美女：从惊艳到性别；3、老板：从稀有到遍地都是；4、鸡：从禽类到人类；5、同志：从亲切到敏感；6、公务员：从为首长服务者到特权拥有者；7、官员：从勤勤恳恳的公仆到高高在上的主人；8、房事：从个人隐私到大众痛苦。,0,4559
【手机流量一夜疯跑50G13天流量总费用15425元[衰]】陈女士11日晚10点多就睡了，老公帮她将手机程序和WiFi关掉后充电，不料流量一夜疯跑50G。查询发现11月1日至13日，总流量55691.04MB。总费用为15425.51元。专业人士称可能是手机中毒，或运营商网络出问题。电信正在调查http://t.cn/RUYeBA3荆楚网,0,4560
【转发送送这位善良的老人[泪]】韦老助学的善款，从90年代一次三四百，到现在的三四千。仅他家人简单整理的凭证，大大小小就有数十张。老人甚至还签了志愿表，愿捐赠遗体和所有可用器官。老人的家人说：“他过着苦行僧一样的生活，我们很多年轻人都很惭愧。”转发送送韦老……,0,4561
#爱奇艺遭美国证监会调查#爱奇艺早日倒闭吧，广告长的一批我开个会员还要给我来个会员专享广告，咋的我是白开了,0,0
唱出一句能让你瞬间high起来的歌词___________。,0,4562
中文的🤔這不會是寫給美國看的了吧🤔 ,1,4563
【银行公布的硬币回收价格，快翻翻你的抽屉吧】1960年 1分80元；1965 1分350元；1966 1分180元；1967 1分350元；1969 1分150元；1977 1分320元；1988 1分300元；1989 1分150元；1990 1分 180元；1968 2分 300元；1970 2分 180元；1971 2分 300元；1972 2分 260元。查查看你有哪个呢？@生活知识百科全说,1,4564
#女子警所被扒裤子# 警方是一派胡言乱语！女子有冤情找领导说明情况，大门不让进，领导不接待，女子只好跪在那里求领导接见，这时几个彪形大汉过来连扯带拉，把女子裤子扒掉了，怎么能说女子自己乱蹬致裤子脱落呢？请警方表演一下；看看你乱蹬，或者瞎蹬，能不能把裤子蹬掉？嘿嘿，别自欺欺人啦。 ,1,4565
#疫情防控交通动态##交通战疫24小时##逆行路上还有我们#发布了头条文章：《别样的抗“疫”请战书》愿得此身长报国，何须生入玉门关。当病毒肆虐在前方“战场”，当战斗的号角在吹响。一队队逆行者“不计报酬、不论生死”、“冲锋陷阵、舍我其谁”的精神感天动地，也同样感召着驾驭铁龙一路向前的火车司机。#四川1确诊女子曾8次核酸检测阴性#http://t.cn/A67PAYfA,0,4566
【植物油做饭可致癌？食用油常见误区[推荐]】近日英国科学家称使用植物油做饭可致癌，小伙伴们都惊呆了！对此中国专家表示，“植物油拒高温烹饪，低温使用无危害。”关于食用油，你知道多少？那购买家庭用油该如何选取？平常我们做饭用油又存在哪些误区呢？……这些你应知道↓↓为健康，转发收藏！,0,141
【特供瀑布】中国最大的瀑布——黄果树瀑布，早就没有多少水了，但只要大领导一来，瀑布还是气势磅礴。原来上面有水库，可以开闸放水。这年头，竟然连风景都有特供！！ @袁裕来律师,1,227
文章道歉与高晓松老师的道歉书惊人相似，这难道是一种新文体正在崛起吗！ http://t.cn/8sMD2rV,1,4567
【驾驶证新规】2013年1月1日施行：1、闯红灯，记6分，罚100元。2、酒驾，5年内不得再考取驾照。3、不系安全带，记3分，罚100元。4、副驾不系安全带，记1分，罚50元。5、行驶途中拨打手机，记3分，罚100元。6、行驶途中抽烟，记1分，罚100元。7、有意遮挡号牌，记12分，顶额处罚。8、超速驾驶，记6分。,1,188
【爱佑童心：四名陕西先心病患儿在南京重获“心”生】今年5月，江苏省妇幼保健医院在对口支援的陕西榆林筛查查60名先心病患儿，其中4名法鲁四联症、动脉导管等复杂先心病，情况严重，急需手术。对这4个孩子来说，手术是一个紧迫的事情。家庭经济比较困难，孩子可能得不到及时的救治，这些重大疾病当地医疗资源相对比较薄弱。由于患儿家庭困难，省妇幼联合江苏省瑞华基金会紧急安排他们来到南京接受免费救治。经过半个月的时间，4个患儿术后恢复良好。http://t.cn/A6LtZGqH,0,4568
【注意了，新骗局来了！！！】1)真假 快递员？2）危险的免费钥匙圈；3）神 秘的10086电话....可怕的是这三个骗局 已经致使无数人上当受骗，提醒一下侬身边额朋友~~大嘎扩散起来～ ,1,4569
疼！疑因女子花1300元买手机，丈夫当街拖拽妻子头发。9月11日，福建宁德，一移动营业厅门口，一男子将一白衣女子半抱半拖到门口，随后挥手就打，又强行拽着头发拖行数米。现场有人劝架说：“阿弟，不要这样，有什么事回家好好说...”随后警方赶到现场将男子制止。据了解，该家庭经济条件不好，女子偷偷拿了1300元买手机，丈夫发现后想退货，女子赖在店门口不走，于是发生了视频中一幕。你有什么想说的？ 网页链接,1,232
卖狗肉违法了❗️国家食品药品监督局11月1日开始集中受理狗肉馆举报，举报电话：12331 大家扩散出去啊！爱狗狗爱动物！♥️ ,1,98
"【10asia】[李敏镐-朴叙俊-李玹雨确定出席“大钟奖”]20日演员朴叙俊-李玹雨所属公司KeyeastEnt.相关人员向10asia表示“#恶意编年史#是朴叙俊主演的首部电影,李玹雨的#延坪海战#也受到了大众的喜爱.不管是否得奖两人都将参加本次大钟奖.”另外演员李敏镐也确定将携电影#江南1970#出席.",0,4570
这是一个记者在中国某贫困山区采访时拍摄的照片：记者对孩子的母亲说“尽量让孩子少吃这些油炸的速食垃圾食品。”孩子的母亲说“ 没关系，不经常吃。但是每年都会给孩子煮一次，因为今天是孩子的生日，其实我们根本舍不得吃。”生日吃的仅仅是方便面啊，一年才吃到一次！让更多人关注这些贫困的孩子。 ,1,4571
[隨性心靈窗]:藝璇※天生萬物滋養成※地藏萬物翻不停※莫說剪接照片行※玄機暗藏誰悟清※天地總是藏不盡※得道君子此打住藝璇題2019/6/28早安孝賢師友們!資訊傳在宜賓地震泥石流山洪暴發中˙一條長達有120米的巨龍˙腰粗直徑有1.5米日期未標明˙下午兩點從水裡面翻腾上岸˙引來數千人圍觀成都市委高度重視˙下令不准任何單位及個人對其傷害˙有專家的專機飛往此地˙初步斷定此次地震與這龐然大物有關°藝璇寫播108/6/28日,1,4572
821退房！消费13盒安全套！笑的停不下来[哈哈][哈哈]#今日最鲜#http://t.cn/Rw8EI2Y,0,4573
【山寨AirPods的暴利江湖】高仿AirPods是华强北时下的热销货，在赛格电子大厦和周边几座数码商城里，这些做工精致山寨货摆放在柜台的显眼位置，商家热情招揽前来询价的客户，“商机”面前，似乎没有人担心背后存在的风险。很长一段时间，华强北都以完备的电子零部件配套而闻名，随着珠三角地区电子代...全文,0,27
【宁德时代半年报主要财务数据】上半年，公司实现营业收入188.29亿元，同比下降7.08%。归属于上市公司股东的净利润19.37亿元，同比下降7.86%。基本每股收益0.88元。公司表示，业绩有所下降主要系宏观经济受新冠病毒肺炎疫情冲击、市场需求严重下滑，导致新能源汽车产销量同比大幅下降，公司动力电池销售收入减少。随着疫情得到有效控制，我国宏观经济与新能源汽车市场逐步恢复，公司各经营指标也逐步提升。此外，半年报披露，公司正在筹建对标国际一流的21C创新实验室，布局下一代电池技术。,0,4574
转：尋人啓事：幫忙擴散，今天上午一個三歲多小女孩在沃爾瑪附近被人拐走了，小女孩能說出她爸爸的手機號碼 從監控上看是被一個四十多歲男人抱走了現大人都急瘋了 有知情者請告之 萬分感謝 看到信息的兄弟姐妹留意一下 聯繫人 張靜杰13759695559 ,1,4575
埃航坠落前视频，人们的惨叫声这是得多绝望啊 冰哥是大王的秒拍视频 ,1,4576
#我的床上读物#【为什么前男友们一开始都很喜欢，过一段时间后就不上心了腻了？】爱从来都是相互的，只有索取，终会枯竭。[心],0,4577
#美国新冠肺炎确诊病例超159万#后来，懂王还是活成了自己曾经讨厌的样子。美的新冠病例累计超过159万了，死亡病例超10万（公开数据，实际死亡数可能高于官方统计），现在还在继续高速增长，确诊突破两百万也是有可能的。增长速度之快，令人震惊，也让人痛心，那么多人因为美Government前期预防不重视、中期抗疫措施不够有力和防疫失误重重而失去健康和生命。还挺庆幸自己生活在中国的，能在那么短时间里，集中力量，将疫情扑灭到现在这个样子。而反观老美，最开始的时候，老美们使劲围观嘲笑我们，自己却不做什么工作，认为是我们不行，后面在老美开始严峻起来后，乱成一锅粥，乱出招，瞎指挥，干脆想放弃治疗了，开始甩锅，开始阴谋论，防疫不行，甩锅最行。作为世界上最发达最富裕的超级大国，因为各种原因都没能防住，可想而知那些发展中和贫穷国家就更惨了，基本上是毫无还手之力，也感叹我国真的很厉害，做出了了不起的成绩。奉劝老美们放下偏见，放下政见，不要忙着甩锅，更不要假想敌人，病毒没有国界，也没有信仰，才是我们共同的敌人，战胜它才是当下最紧要的。我们不该嘲笑也不该幸灾乐祸，毕竟这是灾难，嘲笑灾难是不尊重逝者、不敬畏灾难。全世界都是一体的，无论谁没抗住，特别是美国这样的全世界往来频繁的大国，全世界都要受影响，毕竟大家同住地球村，他们沦陷了对我们真的没好处。唯有齐心协力，共同战胜它，才是正途和出路。[作揖]http://t.cn/ELT0hke,0,4578
【NATE】艺术感超强的idol黑白照~(cr.logo)[羞嗒嗒],0,4579
#埃航坠机最后十秒的视频# 埃航坠机最后十秒，活着就是最大的幸运，没那么多的事和人值得你去计较，人赤祼祼的来到这个世界，也赤裸裸的离开，保持一份好心情，去见你想见的人，去做你想做的事，趁阳光正好，趁微风不噪，活在當下，珍惜感恩. 杭州 陈晓东杭州豪宅别墅董事长的秒拍视频 ,1,4580
新版微博个人主页过两天就上线了！包括访客到访和被转发评论次数等新功能。参考图如下，来自：@AlvinShing,1,4581
真实版《失孤》，求转发，求线索。河北省张家口市人。 ,1,4582
“打假斗士”@方舟子 因不满新浪微博未处理对其人身攻击的用户，宣布今日起停止在新浪微博的更新，转战搜狐。如果方舟子能坚持100天不在新浪微博更新，凡转发本条微博者，我送一台电信版iphone4S，绝不食言。@中国电信 将为我撑腰，立此为证。 ,1,4583
埃塞俄比亚坠机视频 😞 飞机出事概率低 一旦出事就是百分之百死，好绝望的尖叫 蜡笔小兔牙的微博视频 ,1,4584
【#将生死置之度外#当事学生道歉】关于@青岛大学学生请假一事，当事人@雨润心扉h回应：“谢谢大家对姥姥的祝福，发生在微博上的事超出了我的预料，给学校到来不好的影响真心说一声抱歉。”@青岛大学随后转发表示有新消息会及时通报。网友疑问为什么不是当事老师道歉？,0,4585
【抗美援朝中真的赢了？】据传板门店谈判前彭德怀要求在铁原挡住美军两周，结果只挡了2天，63军3万多人打剩1400人。对上甘岭， 美军表面佯攻，实则运用优势火炮诱敌集中歼灭， 结果美军伤亡400多，志愿军遗尸37000多。 消息传至美国，引发反战浪潮，称赴朝美军屠夫，直接促成停战谈判！图为美埋中尸体,1,4586
好心的朋友，一定要帮助转发吖！好可怜啊！🙏🙏🙏🙏🙏！！！用群众的力量帮帮这家人吧，这么漂亮的小女孩被拐了，家人急疯了。现寻找第一个发此照片的人。看到消息联系电话号码13958609296.各位好心人帮忙转发下，希望尽快找到这可爱的宝贝 2新塘路 ,1,4587
年底了，是治安最差的时间！最近又有新骗术出现，而且手段恶劣！大家记住以外希望也多转发，也许你的一条转发就可以救你一个好朋友的财产和性命的安全[爱心传递],1,424
#屠呦呦颁奖典礼#【当年屠呦呦拿自己做试验，因此患病】当时科研条件十分艰苦，都是土法上马，做临床试验时，是屠呦呦和另外两个同事先试服。屠呦呦因此得了中毒性肝炎。屠呦呦说，一个科研的成功不会很轻易，要做出艰苦的努力！,0,4588
美国最新机器人老婆Alice艾丽丝面世，按21岁姑娘打造，与真人相似度99%，售价十万美金，终身软件升级和保修。买一个这样的老婆，你就是活到101岁，你老婆还是21岁那样动人！ 事件排行榜的微博视频 ,1,4589
【博文诉上海九院医生诊疗过程有不当行为院方回应】近日，@不开心的兔兔555，爆料上海九院余东利用手术机会性侵女客户并导致手术失败毁容，引起强大反响。上海第九人民医院发表声明，将根据调查情况依法依规作出处理，以切实维护患者和医生的合法权益。目前当事医生已报警。|博文诉九院...,0,28
唱支国歌给党听： 孩子，妈去街上卖点山竹，挣完钱了给你买点肉吃，娘知道你一星期没吃到肉啦。”重庆一妇女对她孩子说。孩子开心回答：“好啊，中午我在家先洗菜淘米，等你回家来烧饭哦”想不到半路上遇到城管执法把她推下台阶成了永别！这名妇女卖水果辛苦拉扯3个孩子。,1,4590
#跳车窗女孩家属与货拉拉协商一致#【车莎莎亲属与货拉拉协商一致：平台将整改，赔偿额“不方便说”】2月24日，货拉拉再次致歉，反思了平台存在的安全预警缺失等问题，并展开安全整改。当天，死者亲属代表向澎湃新闻证实，已与货拉拉平台协商达成一致，其中包括安全问题的整改。货拉拉在《关于用户跳车...全文,0,27
【环保部启动东北重污染天气督查将严查失职渎职】环境保护部今日向媒体通报，针对媒体报道沈阳市重污染天气应急预案启动后应急响应措施落实不到位以及环保局官网瘫痪问题，环境保护部责成辽宁省环保厅立即进行调查，如发现失职、渎职等违法违纪行为，将依法依规进行严肃处理。http://t.cn/RU0l5l1,0,4591
被罚150万！多家银行承兑汇票违规！机制不健全还吸血！呼吁赶紧取消！——3月20日至22日，大连银保监局接连公布了对哈尔滨银行、华夏银行以及浦发银行等多家银行关于承兑汇票的行政处罚信息。上证报粗略统计发现，仅今年以来，银保监系统就已开出20多起与银行承兑汇票有关的罚单。网页链接,0,112
【起床前的“黄金10分钟”，还躺在床上的你一定需要】想要全天精力充沛、延年益寿？10分钟就能搞定：1.手指梳头一分钟。2.擦面叩齿一分钟。3.轻揉耳轮一分钟。4.转动眼睛一分钟。5.伸屈四肢一分钟。6.搓胸揉腹一分钟。7.收腹提肛一分钟。8.蹬摩脚心一分钟。9.左右翻身一分钟。10.正确起床一分钟。,0,4592
这一届的教完了，下一届咋办？[拜拜],0,291
【7岁幼女遭老师强奸大出血】7岁幼女遭班主任强奸，下体大出血，躺在手术床上，疼痛呼喊，嘶声裂肺！究竟是什么样的国家，才能培养出如此万恶的畜生！这名畜生老师不枪毙，教育还有救吗？幼女的哭喊声，是对这个社会的控诉！O网页链接 ,1,173
让我破纪录的时刻是在没电没水的台风天，“海鸥”的登陆让我们在这里打了快10个小时的麻将！第一次打这么久！不过又听说过段时间还有个“乌鸦”！ 2海口·假日一品 ,1,4593
主人不给二哈吃鸡肉，急死二哈这个小公举了[笑cry][笑cry][笑cry]http://t.cn/RU8eIJl,0,261
一看就妹好好看教程[挖鼻]再给你们一次回答的机会[doge],0,68
#熊猫盼盼“百岁”生日#【萌翻！熊猫盼盼的珍藏版“相册”[萌翻]】过生日，吃蛋糕，希望盼盼每天都能健健康康，开开心心！在很多人眼中，熊猫盼盼是万众瞩目的大明星。可聚光灯之外，熊猫盼盼也有着不为人知的坎坷经历。戳动图，翻开盼盼的电子相册，一起转发祝它生日快乐！http://t.cn/RUdEQuJ,0,4594
【@mjjeje身体和心灵都精疲力尽的时候，带走脑海中孤独和疲倦的是音乐，而治愈破损渺小灵魂的也是音乐。我不能停止也不能疏忽他。因为尽管睡不了几个小时而现在仍在写歌的我的样子向我证明着...这是什么。】马甲在在快去睡觉[din泪],0,4595
【特朗普顾问访台呼吁台湾主动提出先进武器项目】美国当选总统特朗普交接团队顾问，叶望辉与本月6日起访问台湾。连日来，叶望辉在多个场合提到，台湾应当主动向美国提出购买武器的项目，包括此前美国政府拒绝出售的先进武器。不过叶望辉的这番表态显然无法代表特朗普新政府的官方态度。...展开全文c,0,53
把目光放在别处，洒脱还给自己，做想做的事情，去想去的远方。,0,4596
英国漫画家“JohnHolcroft”对现代人存在的弊病，用幽默讽刺的插画表现出来...,0,4597
【#四川##川渝通办事项清单#来了！驾照、身份证等可两地通办】11月3日，四川省人民政府网站消息，10月30日四川省人民政府办公厅、重庆市人民政府办公厅印发川渝通办事项清单（第一批）的通知。其中，涉及身份证换证、补办；电子监控违法处理以及普通护照签发等95项通办事项。,0,4598
#爱奇艺遭美国证监会调查#狗桃虽然这是一个绝佳的骂你的机会，但是你这种东西是留给我们国人骂的，关键时刻就不骂你了，事过后再骂（还是祝你早日倒闭）,0,0
【中国央行：加快完善金融科技监管框架】下一步，金融管理部门将做好统筹与协同，强化监管顶层设计和整体布局，加快完善符合我国国情的金融科技监管框架。一是以创新监管工具为基础，在总结金融科技创新监管试点经验基础上，完善风险监控体系，适时发布白皮书，尽早推出符合我国国情、与国际接轨的金融...全文,0,27
#长沙身边事#【长沙市民买肉松一泡水变白成棉花?厂家称加了豆粉 不信可以去鉴定】日前，家住在岳麓区的豆先生，在某零售店买一款肉松蛋糕，可是拿回家后却发现，肉松很难嚼烂，用水清洗之后，肉松颜色竟然也发生了改变，豆先生不禁对这款肉松蛋糕内的肉松产生怀疑#一起最长沙# hi最长沙的秒拍视频 ,1,60
主人不给二哈吃鸡肉，急死二哈这个小公主了哈哈哈，字幕好可爱！http://t.cn/RUjOnFm,0,4599
"刚刚听说央视新大楼定名为""智窗""。我真的服了，也不知道誰想的名字，够创意。[笑哈哈]（via: @大年糕周昀 ）",1,168
12月21日，贵州茅台酒2020年度全国经销商联谊会在贵州茅台总部举行。来自全国各地的经销商代表500余人前来参会。贵州茅台经销商集体宣誓：不加价销售、不囤积居奇。@贵州茅台官微哈哈哈，我笑的眼泪都出来了$贵州茅台sh600519$,0,4600
【特斯拉：上海工厂Model3产能增加至每年25万辆】特斯拉汽车今天公布了2020财年第三季度财报。特斯拉称，上海工厂的Model3的产能已经增加至25万辆/年，实现了其目标生产率……详情点击：特斯拉：上海工厂Model3产能增加至每年25万辆,0,4601
6月23日，浙江嘉兴一对双目失明的夫妻，为了生存在小区里要饭卖唱，被当地巡警撞了，不但不道歉还将瞎子拖到警车里暴打，5个警察打一个残疾人。有人站出来主持公道，警察也将人带走。嘉善城南警察打残疾人，引起公愤，整个城南的人把警察围住了，警车被围的水泄不通。评：连残疾人都打，真是丧尽天良！ ,1,4602
